County,County Code,Race,Race Code,Year,Year Code,UCD - ICD Chapter,UCD - ICD Chapter Code,MCD - ICD Sub-Chapter,MCD - ICD Sub-Chapter Code,Deaths,Population,Crude Rate
"Hernando County, FL",12053,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,24,70214,34.2
"Highlands County, FL",12055,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,31127,Unreliable
"Hillsborough County, FL",12057,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,143383,Unreliable
"Hillsborough County, FL",12057,Black or African American,2054-5,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,143383,Unreliable
"Hillsborough County, FL",12057,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,146165,Unreliable
"Hillsborough County, FL",12057,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,146165,Unreliable
"Hillsborough County, FL",12057,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,550427,Unreliable
"Hillsborough County, FL",12057,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,94,550427,17.1
"Hillsborough County, FL",12057,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,102,550427,18.5
"Hillsborough County, FL",12057,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,13,555272,Unreliable
"Hillsborough County, FL",12057,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,96,555272,17.3
"Hillsborough County, FL",12057,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,104,555272,18.7
"Hillsborough County, FL",12057,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,17,563924,Unreliable
"Hillsborough County, FL",12057,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,106,563924,18.8
"Hillsborough County, FL",12057,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,98,563924,17.4
"Hillsborough County, FL",12057,White,2106-3,2016,2016,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,17,570463,Unreliable
"Hillsborough County, FL",12057,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,136,570463,23.8
"Hillsborough County, FL",12057,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,149,570463,26.1
"Indian River County, FL",12061,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,12,50001,Unreliable
"Indian River County, FL",12061,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,11,50141,Unreliable
"Indian River County, FL",12061,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,15,50243,Unreliable
"Lake County, FL",12069,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,16,113510,Unreliable
"Lake County, FL",12069,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,18,113510,Unreliable
"Lake County, FL",12069,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,19,115876,Unreliable
"Lake County, FL",12069,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,27,115876,23.3
"Lake County, FL",12069,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,23,118994,19.3
"Lake County, FL",12069,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,35,118994,29.4
"Lake County, FL",12069,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,26,121385,21.4
"Lake County, FL",12069,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,27,121385,22.2
"Lee County, FL",12071,White,2106-3,2013,2013,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,21,251752,8.3
"Lee County, FL",12071,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,38,251752,15.1
"Lee County, FL",12071,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,41,251752,16.3
"Lee County, FL",12071,White,2106-3,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,22,255445,8.6
"Lee County, FL",12071,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,44,255445,17.2
"Lee County, FL",12071,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,65,255445,25.4
"Lee County, FL",12071,White,2106-3,2015,2015,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,14,261376,Unreliable
"Lee County, FL",12071,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,47,261376,18
"Lee County, FL",12071,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,70,261376,26.8
"Lee County, FL",12071,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,80,266171,30.1
"Lee County, FL",12071,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,112,266171,42.1
"Leon County, FL",12073,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,11,108413,Unreliable
"Leon County, FL",12073,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,108413,Unreliable
"Leon County, FL",12073,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,13,107245,Unreliable
"Manatee County, FL",12081,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,19680,Unreliable
"Manatee County, FL",12081,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,35,128731,27.2
"Manatee County, FL",12081,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,47,128731,36.5
"Manatee County, FL",12081,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,61,131373,46.4
"Manatee County, FL",12081,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,69,131373,52.5
"Manatee County, FL",12081,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,117,134440,87
"Manatee County, FL",12081,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,121,134440,90
"Manatee County, FL",12081,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,123,137712,89.3
"Manatee County, FL",12081,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,131,137712,95.1
"Marion County, FL",12083,Black or African American,2054-5,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,25171,Unreliable
"Marion County, FL",12083,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,19,116806,Unreliable
"Marion County, FL",12083,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,28,116806,24
"Marion County, FL",12083,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,24,116407,20.6
"Marion County, FL",12083,White,2106-3,2014,2014,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,40,116407,34.4
"Marion County, FL",12083,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,28,117014,23.9
"Marion County, FL",12083,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,36,117014,30.8
"Marion County, FL",12083,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,62,117432,52.8
"Marion County, FL",12083,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,94,117432,80
"Martin County, FL",12085,White,2106-3,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,21,56516,37.2
"Martin County, FL",12085,White,2106-3,2015,2015,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,14,57107,Unreliable
"Martin County, FL",12085,White,2106-3,2016,2016,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,27,57013,47.4
"Miami-Dade County, FL",12086,Black or African American,2054-5,2013,2013,External causes of morbidity and mortality,V01-Y89,"Poisoning by drugs, medicaments and biological substances",T36-T50,10,289010,Unreliable
"Miami-Dade County, FL",12086,Black or African American,2054-5,2014,2014,Mental and behavioural disorders,F01-F99,Mental and behavioural disorders due to psychoactive substance use,F10-F19,10,290635,Unreliable
"Miami-Dade County, FL",12086,Black or African American,2054-5,2014,2014,External causes of morbidity and mortality,V01-Y89,Mental and behavioural disorders due to psychoactive substance use,F10-F19,12,290635,Unreliable
